Fix Mode,SV in Fix,Week Num,Time of Week (0.01s),Latitude (1E-7 deg),Longitude (1E-7 deg),Height Above Ellipsoid (0.01 m),Height Above Sea Level (0.01 m),Geometric Dilution of Precision (0.01),Position Dilution of Precision (0.01),Horizontal Dilution of Precision (0.01),Vertical Dilution of Precision (0.01),Time Dilution of Precision (0.01),ECEF X (0.01 m),ECEF Y (0.01 m),ECEF Z (0.01 m),ECEF-VX (0.01m/s),ECEF-VY (0.01m/s),ECEF-VZ (0.01m/s),Raw Range,Frequency Offset,Target ID
2,10,2155,50435739,374001086,-1221727316,12623,15853,180,161,90,133,80,-270136924,-429423258,385283934,-30,-42,-59,,,
,,,50435773.4,,,,,,,,,,,,,,,,23702,1272,74
,,,50435953.71,,,,,,,,,,,,,,,,219350,1048184,76
,,,50436127.36,,,,,,,,,,,,,,,,191292,1000,77
,,,50436299.77,,,,,,,,,,,,,,,,108636,440,78
2,10,2155,50436379,374000664,-1221727282,12529,15759,180,160,90,133,80,-270137011,-429423451,385283504,-9,-44,-76,,,
2,10,2155,50436389,374000656,-1221727280,12524,15754,180,160,90,133,80,-270137010,-429423453,385283494,-7,-39,-70,,,
2,10,2155,50436399,374000649,-1221727278,12523,15753,180,160,90,133,80,-270137011,-429423458,385283487,-8,-44,-63,,,
2,10,2155,50436409,374000642,-1221727276,12516,15746,180,160,90,133,80,-270137009,-429423458,385283477,-7,-45,-55,,,
2,10,2155,50436419,374000636,-1221727274,12507,15737,180,160,90,133,80,-270137005,-429423457,385283466,4,-33,-69,,,
2,10,2155,50436429,374000629,-1221727272,12504,15734,201,182,104,149,86,-270137005,-429423459,385283459,-5,-32,-67,,,
2,10,2155,50436439,374000623,-1221727270,12506,15736,201,182,104,149,86,-270137007,-429423465,385283454,-12,-29,-76,,,
2,10,2155,50436439,374000623,-1221727270,12506,15736,201,182,104,149,86,-270137007,-429423465,385283454,-12,-29,-76,,,
,,,50436473.26,,,,,,,,,,,,,,,,23849,1272,74
,,,50436653.11,,,,,,,,,,,,,,,,219223,1048184,76
,,,50436826.53,,,,,,,,,,,,,,,,191340,952,77
,,,50437000.17,,,,,,,,,,,,,,,,108391,408,78
2,10,2155,50437079,374000218,-1221727211,12497,15727,180,160,90,132,80,-270137104,-429423718,385283092,-7,-43,-29,,,
2,10,2155,50437089,374000213,-1221727210,12499,15729,180,160,90,132,80,-270137105,-429423723,385283088,-16,-49,-38,,,
2,10,2155,50437099,374000208,-1221727208,12495,15725,180,160,90,132,80,-270137105,-429423724,385283081,-5,-42,-38,,,
2,10,2155,50437109,374000203,-1221727206,12499,15729,180,160,90,132,80,-270137106,-429423730,385283079,-8,-58,-37,,,
2,10,2155,50437119,374000197,-1221727204,12503,15733,180,160,90,132,80,-270137108,-429423738,385283077,-8,-49,-34,,,
2,10,2155,50437129,374000192,-1221727202,12505,15735,179,160,90,132,80,-270137109,-429423742,385283074,-7,-48,-33,,,
2,10,2155,50437139,374000187,-1221727200,12512,15742,179,160,90,132,80,-270137113,-429423751,385283074,-3,-37,-32,,,
2,10,2155,50437139,374000187,-1221727200,12512,15742,179,160,90,132,80,-270137113,-429423751,385283074,-3,-37,-32,,,
,,,50437173.78,,,,,,,,,,,,,,,,23967,1256,74
,,,50437353.61,,,,,,,,,,,,,,,,219102,1048152,76
,,,50437527.12,,,,,,,,,,,,,,,,191265,984,77
,,,50437699.51,,,,,,,,,,,,,,,,108190,392,78
2,10,2155,50437779,373999785,-1221727139,12501,15731,179,160,90,132,80,-270137207,-429424001,385282712,-21,-34,-64,,,
2,10,2155,50437789,373999778,-1221727140,12503,15733,179,160,90,132,80,-270137211,-429424007,385282708,-22,-40,-62,,,
2,10,2155,50437799,373999771,-1221727139,12493,15723,179,160,90,132,80,-270137209,-429424004,385282695,-12,-41,-62,,,
2,10,2155,50437809,373999764,-1221727138,12487,15717,179,160,90,132,80,-270137208,-429424005,385282686,-2,-47,-65,,,
2,10,2155,50437819,373999757,-1221727136,12479,15709,179,160,90,132,80,-270137205,-429424004,385282674,-4,-51,-64,,,
2,10,2155,50437829,373999749,-1221727134,12468,15698,179,160,90,132,80,-270137202,-429424002,385282661,-1,-48,-68,,,
2,10,2155,50437839,373999742,-1221727131,12464,15694,179,160,90,132,80,-270137201,-429424005,385282652,-4,-46,-61,,,
2,10,2155,50437839,373999742,-1221727131,12464,15694,179,160,90,132,80,-270137201,-429424005,385282652,-4,-46,-61,,,
,,,50437873.11,,,,,,,,,,,,,,,,23854,1272,74
,,,50438053.43,,,,,,,,,,,,,,,,219025,1048168,76
,,,50438227.06,,,,,,,,,,,,,,,,191168,1016,77
,,,50438400.67,,,,,,,,,,,,,,,,108144,392,78
2,10,2155,50438479,373999317,-1221727107,12470,15700,179,160,90,132,80,-270137338,-429424263,385282281,-9,-35,-41,,,
2,10,2155,50438489,373999311,-1221727107,12475,15705,179,160,90,132,80,-270137342,-429424270,385282278,-12,-46,-43,,,
2,10,2155,50438499,373999305,-1221727106,12476,15706,179,160,90,132,80,-270137344,-429424275,385282274,-8,-44,-47,,,
2,10,2155,50438509,373999299,-1221727104,12465,15695,179,160,90,132,80,-270137341,-429424272,385282262,-3,-30,-62,,,
2,10,2155,50438519,373999292,-1221727103,12461,15691,179,160,90,132,80,-270137340,-429424273,385282253,-9,-33,-58,,,
2,10,2155,50438529,373999286,-1221727103,12457,15687,179,160,90,132,80,-270137340,-429424274,385282245,-14,-40,-52,,,
2,10,2155,50438539,373999280,-1221727102,12447,15677,179,160,90,132,80,-270137337,-429424271,385282234,-8,-39,-45,,,
2,10,2155,50438539,373999280,-1221727102,12447,15677,179,160,90,132,80,-270137337,-429424271,385282234,-8,-39,-45,,,
,,,50438574.34,,,,,,,,,,,,,,,,24058,1272,74
,,,50438754.6,,,,,,,,,,,,,,,,218849,1048104,76
,,,50438928.19,,,,,,,,,,,,,,,,191176,1000,77
,,,50439100.49,,,,,,,,,,,,,,,,108146,424,78
2,10,2155,50439179,373998930,-1221727087,12370,15600,179,160,90,132,80,-270137419,-429424426,385281879,-8,-27,-55,,,
2,10,2155,50439189,373998925,-1221727086,12371,15601,179,160,90,132,80,-270137421,-429424430,385281875,-4,-41,-52,,,
2,10,2155,50439199,373998919,-1221727083,12365,15595,196,174,96,145,90,-270137419,-429424431,385281866,-2,-36,-54,,,
2,10,2155,50439209,373998914,-1221727082,12357,15587,196,174,96,145,90,-270137416,-429424430,385281857,-7,-24,-46,,,
2,10,2155,50439219,373998909,-1221727081,12349,15579,196,174,96,145,90,-270137413,-429424427,385281847,4,-24,-47,,,
2,10,2155,50439229,373998904,-1221727079,12340,15570,196,174,96,145,90,-270137410,-429424425,385281837,-1,-21,-47,,,
2,10,2155,50439239,373998899,-1221727078,12331,15561,196,174,96,145,90,-270137407,-429424422,385281828,0,-24,-49,,,
2,10,2155,50439239,373998899,-1221727078,12331,15561,196,174,96,145,90,-270137407,-429424422,385281828,0,-24,-49,,,
,,,50439275.12,,,,,,,,,,,,,,,,24385,1272,74
,,,50439454.9,,,,,,,,,,,,,,,,218726,1048120,76
,,,50439628.47,,,,,,,,,,,,,,,,191111,1000,77
,,,50439800.68,,,,,,,,,,,,,,,,108140,424,78
2,10,2155,50439879,373998584,-1221727038,12282,15512,179,160,90,132,80,-270137470,-429424588,385281520,0,0,0,,,
2,10,2155,50439889,373998584,-1221727038,12282,15512,179,160,90,132,80,-270137470,-429424588,385281520,0,0,0,,,
2,10,2155,50439899,373998584,-1221727038,12282,15512,179,160,90,132,80,-270137470,-429424588,385281520,0,0,0,,,
2,10,2155,50439909,373998584,-1221727038,12282,15512,179,160,90,132,80,-270137470,-429424588,385281520,0,0,0,,,
2,10,2155,50439919,373998593,-1221727040,12251,15481,179,160,90,132,80,-270137455,-429424561,385281509,5,19,42,,,
2,10,2155,50439929,373998597,-1221727041,12250,15480,179,160,90,132,80,-270137454,-429424557,385281512,14,15,60,,,
2,10,2155,50439939,373998603,-1221727041,12239,15469,179,160,90,132,80,-270137447,-429424547,385281511,11,25,53,,,
2,10,2155,50439939,373998603,-1221727041,12239,15469,179,160,90,132,80,-270137447,-429424547,385281511,11,25,53,,,
,,,50439974.13,,,,,,,,,,,,,,,,24558,1272,74
,,,50440153.82,,,,,,,,,,,,,,,,218738,1048088,76
,,,50440328.59,,,,,,,,,,,,,,,,191161,984,77
,,,50440500.84,,,,,,,,,,,,,,,,107913,392,78
2,10,2155,50440579,373998931,-1221727113,12252,15482,202,182,97,154,87,-270137388,-429424334,385281809,15,13,78,,,
2,10,2155,50440589,373998938,-1221727112,12256,15486,202,182,97,154,87,-270137387,-429424333,385281817,20,19,82,,,
2,10,2155,50440599,373998945,-1221727111,12244,15474,179,160,90,132,80,-270137379,-429424322,385281816,12,27,72,,,
2,10,2155,50440609,373998952,-1221727111,12245,15475,179,160,90,132,80,-270137377,-429424319,385281822,13,27,63,,,
2,10,2155,50440619,373998958,-1221727111,12240,15470,179,160,90,132,80,-270137373,-429424311,385281824,8,39,59,,,
2,10,2155,50440629,373998964,-1221727112,12219,15449,179,160,90,132,80,-270137362,-429424293,385281817,19,56,53,,,
2,10,2155,50440639,373998971,-1221727114,12217,15447,179,160,90,132,80,-270137360,-429424287,385281822,-7,48,58,,,
2,10,2155,50440639,373998971,-1221727114,12217,15447,179,160,90,132,80,-270137360,-429424287,385281822,-7,48,58,,,
,,,50440674.26,,,,,,,,,,,,,,,,24393,1304,74
,,,50440853.97,,,,,,,,,,,,,,,,218688,1048152,76
,,,50441027.49,,,,,,,,,,,,,,,,191062,1048,77
,,,50441201.01,,,,,,,,,,,,,,,,108016,392,78
2,10,2155,50441279,373999415,-1221727175,12210,15440,179,160,90,132,80,-270137244,-429424001,385282209,16,47,89,,,
2,10,2155,50441289,373999423,-1221727176,12219,15449,179,160,90,132,80,-270137245,-429424001,385282222,22,49,72,,,
2,10,2155,50441299,373999431,-1221727177,12228,15458,179,160,90,132,80,-270137247,-429424002,385282235,28,42,68,,,
2,10,2155,50441309,373999439,-1221727177,12231,15461,179,160,90,132,80,-270137246,-429424000,385282243,27,46,70,,,
2,10,2155,50441319,373999446,-1221727177,12240,15470,179,160,90,132,80,-270137247,-429424002,385282255,31,36,71,,,
2,10,2155,50441329,373999454,-1221727176,12242,15472,194,175,94,148,82,-270137244,-429423999,385282263,30,35,66,,,
2,10,2155,50441339,373999461,-1221727175,12232,15462,179,160,90,132,80,-270137236,-429423989,385282264,42,49,65,,,
2,10,2155,50441339,373999461,-1221727175,12232,15462,179,160,90,132,80,-270137236,-429423989,385282264,42,49,65,,,
,,,50441374.46,,,,,,,,,,,,,,,,24160,1304,74
,,,50441552.97,,,,,,,,,,,,,,,,218964,1048168,76
,,,50441726.61,,,,,,,,,,,,,,,,191067,1048,77
,,,50441899.01,,,,,,,,,,,,,,,,108252,376,78
2,10,2155,50441979,373999903,-1221727241,12386,15616,202,182,97,154,87,-270137193,-429423809,385282746,26,44,103,,,
2,10,2155,50441989,373999918,-1221727241,12375,15605,179,160,90,131,80,-270137183,-429423794,385282753,28,54,132,,,
2,10,2155,50441999,373999926,-1221727243,12377,15607,179,160,90,131,80,-270137182,-429423789,385282761,20,57,123,,,
2,10,2155,50442009,373999933,-1221727240,12379,15609,179,160,90,131,80,-270137179,-429423788,385282769,21,30,118,,,
2,10,2155,50442019,373999942,-1221727237,12384,15614,179,160,90,131,80,-270137175,-429423788,385282780,30,25,121,,,
2,10,2155,50442029,373999955,-1221727237,12376,15606,179,160,90,131,80,-270137167,-429423775,385282786,31,32,106,,,
2,10,2155,50442039,373999964,-1221727236,12377,15607,179,160,90,131,80,-270137163,-429423770,385282795,29,22,92,,,
2,10,2155,50442039,373999964,-1221727236,12377,15607,179,160,90,131,80,-270137163,-429423770,385282795,29,22,92,,,
,,,50442072.39,,,,,,,,,,,,,,,,24203,1304,74
,,,50442252.86,,,,,,,,,,,,,,,,218994,1048296,76
,,,50442426.43,,,,,,,,,,,,,,,,191141,1016,77
,,,50442599.82,,,,,,,,,,,,,,,,108157,376,78
2,10,2155,50442679,374000442,-1221727263,12357,15587,191,170,95,140,88,-270137004,-429423472,385283204,16,37,59,,,
2,10,2155,50442689,374000448,-1221727264,12357,15587,191,170,95,140,88,-270137002,-429423468,385283209,-3,36,48,,,
2,10,2155,50442699,374000453,-1221727267,12358,15588,191,170,95,140,88,-270137003,-429423465,385283214,0,42,52,,,
2,10,2155,50442709,374000458,-1221727270,12364,15594,191,170,95,140,88,-270137005,-429423464,385283222,-4,43,65,,,
2,10,2155,50442719,374000465,-1221727273,12375,15605,178,159,90,131,80,-270137010,-429423466,385283235,0,34,90,,,
2,10,2155,50442729,374000473,-1221727275,12370,15600,191,170,95,140,88,-270137007,-429423457,385283239,-4,44,59,,,
2,10,2155,50442739,374000479,-1221727277,12373,15603,191,170,95,140,88,-270137008,-429423455,385283246,19,70,78,,,
2,10,2155,50442739,374000479,-1221727277,12373,15603,191,170,95,140,88,-270137008,-429423455,385283246,19,70,78,,,
,,,50442772.18,,,,,,,,,,,,,,,,24044,1272,74
,,,50442952.71,,,,,,,,,,,,,,,,219166,1048216,76
,,,50443126.23,,,,,,,,,,,,,,,,191225,1048,77
,,,50443298.57,,,,,,,,,,,,,,,,108275,376,78
2,10,2155,50443379,374000897,-1221727342,12445,15675,178,159,90,131,80,-270136936,-429423234,385283659,27,35,66,,,
2,10,2155,50443389,374000904,-1221727341,12449,15679,178,159,90,131,80,-270136935,-429423233,385283667,29,25,58,,,
2,10,2155,50443399,374000910,-1221727340,12451,15681,191,170,95,140,88,-270136933,-429423231,385283674,27,28,63,,,
2,10,2155,50443409,374000917,-1221727339,12452,15682,191,170,95,140,88,-270136930,-429423229,385283680,26,39,63,,,
2,10,2155,50443419,374000923,-1221727339,12455,15685,191,170,95,140,88,-270136929,-429423227,385283688,17,38,53,,,
2,10,2155,50443429,374000929,-1221727340,12457,15687,191,170,95,140,88,-270136928,-429423224,385283695,17,38,62,,,
2,10,2155,50443439,374000935,-1221727341,12458,15688,191,170,95,140,88,-270136927,-429423221,385283700,-11,48,39,,,
2,10,2155,50443439,374000935,-1221727341,12458,15688,191,170,95,140,88,-270136927,-429423221,385283700,-11,48,39,,,
,,,50443472.19,,,,,,,,,,,,,,,,23951,1272,74
,,,50443652.6,,,,,,,,,,,,,,,,219244,1048200,76
,,,50443826.1,,,,,,,,,,,,,,,,191387,1080,77
,,,50443998.45,,,,,,,,,,,,,,,,108489,376,78
2,10,2155,50444079,374001389,-1221727410,12513,15743,178,159,90,131,80,-270136840,-429422967,385284133,23,28,91,,,
2,10,2155,50444089,374001397,-1221727410,12511,15741,178,159,90,131,80,-270136836,-429422961,385284140,13,31,89,,,
2,10,2155,50444089,374001397,-1221727410,12511,15741,178,159,90,131,80,-270136836,-429422961,385284140,13,31,89,,,
2,10,2155,50444089,374001397,-1221727410,12511,15741,178,159,90,131,80,-270136836,-429422961,385284140,13,31,89,,,
2,10,2155,50444089,374001397,-1221727410,12511,15741,178,159,90,131,80,-270136836,-429422961,385284140,13,31,89,,,
2,10,2155,50444089,374001397,-1221727410,12511,15741,178,159,90,131,80,-270136836,-429422961,385284140,13,31,89,,,
2,10,2155,50444089,374001397,-1221727410,12511,15741,178,159,90,131,80,-270136836,-429422961,385284140,13,31,89,,,
2,10,2155,50444089,374001397,-1221727410,12511,15741,178,159,90,131,80,-270136836,-429422961,385284140,13,31,89,,,
2,10,2155,50444089,374001397,-1221727410,12511,15741,178,159,90,131,80,-270136836,-429422961,385284140,13,31,89,,,
2,10,2155,50444089,374001397,-1221727410,12511,15741,178,159,90,131,80,-270136836,-429422961,385284140,13,31,89,,,
2,10,2155,50444089,374001397,-1221727410,12511,15741,178,159,90,131,80,-270136836,-429422961,385284140,13,31,89,,,
2,10,2155,50444089,374001397,-1221727410,12511,15741,178,159,90,131,80,-270136836,-429422961,385284140,13,31,89,,,
2,10,2155,50444089,374001397,-1221727410,12511,15741,178,159,90,131,80,-270136836,-429422961,385284140,13,31,89,,,
2,10,2155,50444089,374001397,-1221727410,12511,15741,178,159,90,131,80,-270136836,-429422961,385284140,13,31,89,,,
2,10,2155,50444089,374001397,-1221727410,12511,15741,178,159,90,131,80,-270136836,-429422961,385284140,13,31,89,,,
,,,50444170.75,,,,,,,,,,,,,,,,23870,1256,74
,,,50444351.15,,,,,,,,,,,,,,,,219495,1048184,76
,,,50444525.76,,,,,,,,,,,,,,,,191185,1096,77
,,,50444698.07,,,,,,,,,,,,,,,,108478,408,78
,,,50444870.34,,,,,,,,,,,,,,,,23741,1272,74
,,,50445050.76,,,,,,,,,,,,,,,,219488,1048184,76
,,,50445225.35,,,,,,,,,,,,,,,,191273,1080,77
,,,50445397.67,,,,,,,,,,,,,,,,108622,376,78
2,10,2155,50445469,374002242,-1221727576,12280,15510,178,159,90,131,79,-270136560,-429422245,385284744,23,38,41,,,
2,10,2155,50445479,374002247,-1221727577,12272,15502,182,163,92,135,79,-270136555,-429422237,385284744,9,40,48,,,
2,10,2155,50445479,374002247,-1221727577,12272,15502,182,163,92,135,79,-270136555,-429422237,385284744,9,40,48,,,
2,10,2155,50445499,374002259,-1221727581,12287,15517,178,159,90,131,79,-270136560,-429422238,385284764,-3,51,60,,,
2,10,2155,50445509,374002266,-1221727585,12293,15523,178,159,90,131,79,-270136563,-429422237,385284773,0,47,62,,,
2,10,2155,50445519,374002272,-1221727588,12299,15529,178,159,90,131,79,-270136565,-429422235,385284783,8,48,57,,,
2,10,2155,50445529,374002279,-1221727590,12308,15538,178,159,90,131,79,-270136568,-429422237,385284794,6,40,60,,,
2,10,2155,50445529,374002279,-1221727590,12308,15538,178,159,90,131,79,-270136568,-429422237,385284794,6,40,60,,,
,,,50445569.93,,,,,,,,,,,,,,,,23613,1272,74
,,,50445749.74,,,,,,,,,,,,,,,,219565,1048136,76
,,,50445923.1,,,,,,,,,,,,,,,,191328,1112,77
,,,50446095.44,,,,,,,,,,,,,,,,108705,392,78
2,10,2155,50446169,374002676,-1221727655,12326,15556,178,159,90,131,79,-270136482,-429421991,385285155,22,29,54,,,
2,10,2155,50446179,374002682,-1221727655,12327,15557,178,159,90,131,79,-270136480,-429421988,385285161,20,37,56,,,
2,10,2155,50446189,374002688,-1221727655,12327,15557,195,172,94,144,92,-270136478,-429421985,385285166,16,32,52,,,
2,10,2155,50446199,374002693,-1221727656,12330,15560,195,172,94,144,92,-270136478,-429421984,385285173,4,37,52,,,
2,10,2155,50446209,374002699,-1221727658,12337,15567,200,181,104,148,85,-270136480,-429421984,385285181,6,40,54,,,
2,10,2155,50446219,374002704,-1221727659,12350,15580,178,159,90,131,79,-270136486,-429421989,385285194,-2,44,59,,,
2,10,2155,50446229,374002710,-1221727662,12355,15585,178,159,90,131,79,-270136488,-429421988,385285203,-6,37,66,,,
2,10,2155,50446229,374002710,-1221727662,12355,15585,178,159,90,131,79,-270136488,-429421988,385285203,-6,37,66,,,
,,,50446267.62,,,,,,,,,,,,,,,,23451,1288,74
,,,50446447.41,,,,,,,,,,,,,,,,219707,1048136,76
,,,50446620.92,,,,,,,,,,,,,,,,191473,1096,77
,,,50446793.29,,,,,,,,,,,,,,,,108772,408,78
2,10,2155,50446869,374003134,-1221727749,12498,15728,178,159,90,130,79,-270136461,-429421801,385285663,21,62,49,,,
2,10,2155,50446879,374003141,-1221727751,12490,15720,178,159,90,130,79,-270136456,-429421791,385285665,25,57,54,,,
2,10,2155,50446889,374003149,-1221727751,12483,15713,200,181,97,153,86,-270136451,-429421781,385285667,33,39,70,,,
2,10,2155,50446899,374003157,-1221727750,12480,15710,200,181,97,153,86,-270136446,-429421776,385285672,32,36,72,,,
2,10,2155,50446909,374003164,-1221727749,12475,15705,178,159,90,130,79,-270136440,-429421769,385285676,42,31,66,,,
2,10,2155,50446919,374003172,-1221727747,12470,15700,178,159,90,130,79,-270136434,-429421762,385285680,28,35,52,,,
2,10,2155,50446929,374003178,-1221727746,12469,15699,178,159,90,130,79,-270136431,-429421759,385285684,18,40,41,,,
2,10,2155,50446929,374003178,-1221727746,12469,15699,178,159,90,130,79,-270136431,-429421759,385285684,18,40,41,,,
,,,50446965.64,,,,,,,,,,,,,,,,23342,1288,74
,,,50447145.91,,,,,,,,,,,,,,,,219819,1048136,76
,,,50447319.54,,,,,,,,,,,,,,,,191459,1096,77
,,,50447490.71,,,,,,,,,,,,,,,,108970,376,78
2,10,2155,50447569,374003566,-1221727857,12503,15733,177,159,90,130,79,-270136389,-429421507,385286047,-47,47,64,,,
2,10,2155,50447579,374003572,-1221727865,12510,15740,177,159,90,130,79,-270136395,-429421505,385286056,-41,39,68,,,
2,10,2155,50447589,374003577,-1221727871,12511,15741,177,159,90,130,79,-270136399,-429421499,385286062,-35,39,64,,,
2,10,2155,50447599,374003582,-1221727877,12516,15746,177,159,90,130,79,-270136404,-429421497,385286070,-45,36,51,,,
2,10,2155,50447609,374003587,-1221727883,12516,15746,200,181,97,152,86,-270136406,-429421492,385286073,-36,34,52,,,
2,10,2155,50447619,374003591,-1221727889,12515,15745,177,159,90,130,79,-270136409,-429421486,385286077,-36,37,58,,,
2,10,2155,50447629,374003596,-1221727894,12511,15741,177,159,90,130,79,-270136410,-429421478,385286079,-28,45,48,,,
2,10,2155,50447629,374003596,-1221727894,12511,15741,177,159,90,130,79,-270136410,-429421478,385286079,-28,45,48,,,
2,10,2155,50447629,374003596,-1221727894,12511,15741,177,159,90,130,79,-270136410,-429421478,385286079,-28,45,48,,,
2,10,2155,50447629,374003596,-1221727894,12511,15741,177,159,90,130,79,-270136410,-429421478,385286079,-28,45,48,,,
2,10,2155,50447629,374003596,-1221727894,12511,15741,177,159,90,130,79,-270136410,-429421478,385286079,-28,45,48,,,
2,10,2155,50447629,374003596,-1221727894,12511,15741,177,159,90,130,79,-270136410,-429421478,385286079,-28,45,48,,,
2,10,2155,50447629,374003596,-1221727894,12511,15741,177,159,90,130,79,-270136410,-429421478,385286079,-28,45,48,,,
2,10,2155,50447629,374003596,-1221727894,12511,15741,177,159,90,130,79,-270136410,-429421478,385286079,-28,45,48,,,
2,10,2155,50447629,374003596,-1221727894,12511,15741,177,159,90,130,79,-270136410,-429421478,385286079,-28,45,48,,,
2,10,2155,50447629,374003596,-1221727894,12511,15741,177,159,90,130,79,-270136410,-429421478,385286079,-28,45,48,,,
,,,50447664.31,,,,,,,,,,,,,,,,23243,1288,74
,,,50447844.28,,,,,,,,,,,,,,,,219849,1048104,76
,,,50448017.8,,,,,,,,,,,,,,,,191586,1160,77
,,,50448188.88,,,,,,,,,,,,,,,,109017,408,78
,,,50448361.19,,,,,,,,,,,,,,,,23074,1304,74
,,,50448543.92,,,,,,,,,,,,,,,,220080,1048088,76
,,,50448718.75,,,,,,,,,,,,,,,,191450,1176,77
,,,50448889.99,,,,,,,,,,,,,,,,109060,408,78
2,10,2155,50448969,374004275,-1221728767,12725,15955,177,158,90,130,79,-270136910,-429420823,385286807,-28,69,54,,,
2,10,2155,50448979,374004281,-1221728774,12731,15961,177,158,90,130,79,-270136916,-429420820,385286816,-49,84,36,,,
2,10,2155,50448989,374004285,-1221728784,12726,15956,177,158,90,130,79,-270136920,-429420810,385286817,-53,87,36,,,
2,10,2155,50448999,374004291,-1221728794,12728,15958,190,169,95,139,87,-270136926,-429420803,385286823,-56,81,45,,,
2,10,2155,50449009,374004292,-1221728808,12726,15956,190,169,95,139,87,-270136935,-429420795,385286823,-61,76,31,,,
2,10,2155,50449019,374004295,-1221728818,12732,15962,190,169,95,139,87,-270136944,-429420792,385286829,-77,60,17,,,
2,10,2155,50449029,374004300,-1221728832,12738,15968,190,169,95,139,87,-270136955,-429420786,385286837,-77,72,26,,,
2,10,2155,50449029,374004300,-1221728832,12738,15968,190,169,95,139,87,-270136955,-429420786,385286837,-77,72,26,,,
,,,50449062.27,,,,,,,,,,,,,,,,22918,1288,74
,,,50449242.73,,,,,,,,,,,,,,,,219956,1048088,76
,,,50449416.22,,,,,,,,,,,,,,,,191514,1176,77
,,,50449587.61,,,,,,,,,,,,,,,,109236,392,78
2,10,2155,50449659,374004518,-1221729328,12952,16182,190,169,95,139,87,-270137340,-429420572,385287159,-41,41,25,,,
2,10,2155,50449669,374004520,-1221729335,12963,16193,177,158,90,130,79,-270137349,-429420575,385287167,-40,46,23,,,
2,10,2155,50449679,374004522,-1221729342,12967,16197,177,158,90,130,79,-270137355,-429420574,385287172,-38,46,17,,,
2,10,2155,50449689,374004524,-1221729348,12971,16201,177,158,90,130,79,-270137361,-429420572,385287176,-36,41,26,,,
2,10,2155,50449699,374004526,-1221729354,12967,16197,177,158,90,130,79,-270137363,-429420565,385287176,-26,38,33,,,
2,10,2155,50449709,374004529,-1221729359,12974,16204,177,158,90,130,79,-270137368,-429420566,385287182,-26,39,40,,,
2,10,2155,50449719,374004533,-1221729364,12977,16207,177,158,90,130,79,-270137372,-429420564,385287188,-25,45,43,,,
2,10,2155,50449729,374004537,-1221729370,12985,16215,177,158,90,130,79,-270137378,-429420564,385287196,-34,31,45,,,
2,10,2155,50449729,374004537,-1221729370,12985,16215,177,158,90,130,79,-270137378,-429420564,385287196,-34,31,45,,,
,,,50449759.97,,,,,,,,,,,,,,,,22785,1288,74
,,,50449939.88,,,,,,,,,,,,,,,,219967,1048104,76
,,,50450114.5,,,,,,,,,,,,,,,,191410,1192,77
,,,50450288.12,,,,,,,,,,,,,,,,109197,392,78
2,10,2155,50450369,374004492,-1221729442,12997,16227,177,158,90,130,79,-270137453,-429420563,385287164,0,0,0,,,
2,10,2155,50450379,374004492,-1221729442,12997,16227,177,158,90,130,79,-270137453,-429420563,385287164,0,0,0,,,
2,10,2155,50450389,374004492,-1221729442,12997,16227,177,158,90,130,79,-270137453,-429420563,385287164,0,0,0,,,
2,10,2155,50450399,374004492,-1221729442,12997,16227,177,158,90,130,79,-270137453,-429420563,385287164,0,0,0,,,
2,10,2155,50450409,374004492,-1221729442,12997,16227,177,158,90,130,79,-270137453,-429420563,385287164,0,0,0,,,
2,10,2155,50450419,374004492,-1221729442,12997,16227,177,158,90,130,79,-270137453,-429420563,385287164,0,0,0,,,
2,10,2155,50450429,374004492,-1221729442,12997,16227,177,158,90,130,79,-270137453,-429420563,385287164,0,0,0,,,
2,10,2155,50450429,374004492,-1221729442,12997,16227,177,158,90,130,79,-270137453,-429420563,385287164,0,0,0,,,
,,,50450460.49,,,,,,,,,,,,,,,,22775,1272,74
,,,50450640.88,,,,,,,,,,,,,,,,219924,1048088,76
,,,50450813.26,,,,,,,,,,,,,,,,191380,1192,77
,,,50450985.6,,,,,,,,,,,,,,,,109133,392,78
2,10,2155,50451069,374004492,-1221729447,13018,16248,194,171,94,143,92,-270137466,-429420576,385287177,0,0,0,,,
2,10,2155,50451079,374004492,-1221729447,13018,16248,194,171,94,143,92,-270137466,-429420576,385287177,0,0,0,,,
2,10,2155,50451089,374004492,-1221729447,13018,16248,194,171,94,143,92,-270137466,-429420576,385287177,0,0,0,,,
2,10,2155,50451099,374004492,-1221729447,13018,16248,194,171,94,143,92,-270137466,-429420576,385287177,0,0,0,,,
2,10,2155,50451109,374004492,-1221729447,13018,16248,194,171,94,143,92,-270137466,-429420576,385287177,0,0,0,,,
2,10,2155,50451119,374004492,-1221729447,13018,16248,194,171,94,143,92,-270137466,-429420576,385287177,0,0,0,,,
2,10,2155,50451119,374004492,-1221729447,13018,16248,194,171,94,143,92,-270137466,-429420576,385287177,0,0,0,,,
,,,50451157.85,,,,,,,,,,,,,,,,22753,1304,74
,,,50451338.31,,,,,,,,,,,,,,,,219981,1048120,76
,,,50451510.61,,,,,,,,,,,,,,,,191462,1240,77
,,,50451683.13,,,,,,,,,,,,,,,,109215,408,78
2,10,2155,50451759,374004492,-1221729447,13018,16248,177,158,90,129,79,-270137466,-429420576,385287177,0,0,0,,,
